STRM,SUBJECT,CATALOG_NBR,LOCATION,ENRL_CAP,SSR_COMPONENT,ENRL_TOT
1021,CMPT,XX1,KAM,20,SEC,11
1021,MATH,100,BURNABY,0,OPL,0
1021,PHYS,100,BURNABY,0,OPL,0
1021,PHYS,100,BURNABY,18,TUT,0
1021,MATH,100,BURNABY,5,OPL,1
1021,PHYS,100,BURNABY,18,TUT,16
1021,PHYS,100,BURNABY,18,TUT,17
1021,PHYS,100,BURNABY,18,TUT,18
1021,PHYS,100,BURNABY,18,TUT,19
1021,CMPT,100,BURNABY,50,LEC,34
1021,MATH,100,BURNABY,150,LEC,106
1021,PHYS,100,BURNABY,288,LEC,143
1021,PHYS,101,BURNABY,0,OPL,0
1021,STAT,101,BURNABY,0,OPL,0
1021,STAT,101,BURNABY,5,OPL,1
1021,STAT,101,BURNABY,70,OPL,49
1021,MACM,101,BURNABY,160,LEC,95
1021,CMPT,101,BURNABY,140,LEC,98
1021,MACM,101,BURNABY,160,LEC,118
1021,CMPT,101,BURNABY,140,LEC,137
1021,PHYS,101,BURNABY,200,LEC,151
1021,PHYS,101,BURNABY,200,LEC,194
1021,STAT,101,BURNABY,275,LEC,237
1021,ENSC,102,BURNABY,0,LEC,0
1021,PHYS,102,BURNABY,0,OPL,0
1021,PHYS,102,BURNABY,200,LEC,54
1021,CMPT,102,BURNABY,100,LEC,62
1021,ENSC,102,BURNABY,85,LEC,78
1021,PHYS,102,BURNABY,200,LEC,197
1021,CMPT,104,BURNABY,10,LEC,2
1021,CMPT,104,BURNABY,10,LEC,4
1021,MATH,110,BURNABY,0,LEC,0
1021,MATH,110,BURNABY,0,OPL,0
1021,CMPT,110,BURNABY,100,LEC,95
1021,MATH,113,BURNABY,0,TUT,0
1021,MATH,113,BURNABY,30,LEC,0
1021,PHYS,120,BURNABY,0,OPL,0
1021,PHYS,120,BURNABY,120,LEC,72
1021,PHYS,121,BURNABY,0,LEC,0
1021,PHYS,121,BURNABY,0,OPL,0
1021,PHYS,121,BURNABY,253,LEC,188
1021,PHYS,130,BURNABY,32,LAB,15
1021,PHYS,130,BURNABY,32,LAB,24
1021,PHYS,130,BURNABY,32,LAB,25
1021,PHYS,130,BURNABY,32,LAB,31
1021,PHYS,131,BURNABY,36,LAB,22
1021,PHYS,131,BURNABY,36,LAB,34
1021,PHYS,131,BURNABY,36,LAB,36
1021,CMPT,150,BURNABY,19,TUT,6
1021,CMPT,150,BURNABY,19,TUT,8
1021,CMPT,150,BURNABY,14,TUT,10
1021,CMPT,150,BURNABY,19,TUT,11
1021,CMPT,150,BURNABY,14,TUT,12
1021,CMPT,150,BURNABY,15,TUT,12
1021,CMPT,150,BURNABY,14,TUT,13
1021,CMPT,150,BURNABY,15,TUT,14
1021,CMPT,150,BURNABY,19,TUT,16
1021,CMPT,150,BURNABY,19,TUT,17
1021,CMPT,150,BURNABY,132,LEC,92
1021,CMPT,150,BURNABY,125,LEC,105
1021,ENSC,151,BURNABY,0,OPL,0
1021,MATH,151,BURNABY,0,OPL,0
1021,ENSC,151,BURNABY,0,TUT,0
1021,ENSC,151,BURNABY,18,LEC,0
1021,ENSC,151,BURNABY,90,LEC,88
1021,MATH,151,BURNABY,300,LEC,158
1021,MATH,152,BURNABY,0,OPL,0
1021,MATH,152,BURNABY,200,LEC,0
1021,MATH,152,BURNABY,502,LEC,385
1021,MATH,154,BURNABY,0,OPL,0
1021,MATH,154,BURNABY,175,LEC,109
1021,MATH,155,BURNABY,0,OPL,0
1021,MATH,155,BURNABY,5,SEC,1
1021,MATH,155,BURNABY,335,LEC,244
1021,MATH,157,BURNABY,0,OPL,0
1021,MATH,157,BURNABY,300,LEC,223
1021,MATH,158,BURNABY,0,OPL,0
1021,MATH,158,BURNABY,112,LEC,89
1021,CMPT,165,BURNABY,100,LEC,100
1021,MATH,172,BURNABY,22,LEC,17
1021,MATH,190,BURNABY,0,OPL,0
1021,PHYS,190,BURNABY,0,TUT,0
1021,PHYS,190,BURNABY,100,LEC,0
1021,MATH,190,KAM,12,SEC,12
1021,MATH,190,BURNABY,110,LEC,99
1021,ENSC,194,BURNABY,10,SEC,0
1021,ENSC,195,BURNABY,35,SEC,12
1021,ENSC,196,BURNABY,35,SEC,5
1021,MATH,198,BURNABY,5,SEC,2
1021,MATH,198,HRBRCNTR,36,SEC,34
1021,MACM,201,BURNABY,0,OPL,0
1021,STAT,201,BURNABY,0,OPL,0
1021,MACM,201,BURNABY,300,LEC,124
1021,CMPT,201,BURNABY,150,LEC,137
1021,STAT,201,BURNABY,285,LEC,144
1021,MACM,202,BURNABY,0,TUT,0
1021,MACM,202,BURNABY,23,TUT,22
1021,MACM,202,BURNABY,46,LEC,44
1021,STAT,203,HRBRCNTR,28,SEC,27
1021,ENSC,204,BURNABY,1,SEC,1
1021,PHYS,221,BURNABY,20,TUT,15
1021,PHYS,221,BURNABY,24,TUT,16
1021,PHYS,221,BURNABY,68,LEC,47
1021,ENSC,230,BURNABY,0,OPL,0
1021,ENSC,230,BURNABY,30,LEC,31
1021,MATH,232,BURNABY,0,OPL,0
1021,MATH,232,KAM,12,SEC,2
1021,MATH,232,BURNABY,300,LEC,184
1021,PHYS,233,BURNABY,24,LAB,17
1021,PHYS,234,BURNABY,24,LEC,13
1021,MATH,242,BURNABY,29,TUT,21
1021,MATH,242,BURNABY,32,TUT,28
1021,MATH,242,BURNABY,31,TUT,30
1021,MATH,242,BURNABY,92,LEC,79
1021,CMPT,250,BURNABY,19,TUT,9
1021,CMPT,250,BURNABY,19,TUT,16
1021,CMPT,250,BURNABY,18,TUT,17
1021,CMPT,250,BURNABY,19,TUT,17
1021,CMPT,250,BURNABY,18,TUT,18
1021,CMPT,250,BURNABY,19,TUT,18
1021,CMPT,250,BURNABY,19,TUT,20
1021,CMPT,250,BURNABY,207,LEC,184
1021,MATH,251,BURNABY,30,TUT,19
1021,MATH,251,BURNABY,31,TUT,25
1021,MATH,251,BURNABY,31,TUT,27
1021,MATH,251,BURNABY,92,LEC,71
1021,MATH,252,BURNABY,32,TUT,24
1021,MATH,252,BURNABY,31,TUT,28
1021,MATH,252,BURNABY,32,TUT,31
1021,MATH,252,BURNABY,95,LEC,83
1021,STAT,270,BURNABY,0,OPL,0
1021,STAT,270,BURNABY,200,LEC,177
1021,CMPT,275,BURNABY,0,LEC,0
1021,CMPT,275,BURNABY,75,LEC,73
1021,CMPT,275,BURNABY,75,LEC,74
1021,STAT,280,BURNABY,5,SEC,0
1021,STAT,280,BURNABY,122,LEC,48
1021,PHYS,285,BURNABY,18,TUT,6
1021,PHYS,285,BURNABY,42,TUT,34
1021,PHYS,285,BURNABY,60,LEC,40
1021,ENSC,295,BURNABY,35,SEC,3
1021,ENSC,296,BURNABY,20,SEC,12
1021,CMPT,300,BURNABY,5,LEC,3
1021,CMPT,300,BURNABY,65,LEC,64
1021,CMPT,300,BURNABY,60,LEC,65
1021,CMPT,300,BURNABY,65,LEC,67
1021,STAT,301,BURNABY,0,OPL,0
1021,STAT,301,BURNABY,15,LEC,8
1021,CMPT,301,BURNABY,60,LEC,49
1021,ENSC,304,BURNABY,90,LEC,88
1021,CMPT,305,BURNABY,60,LEC,25
1021,CMPT,307,BURNABY,0,LEC,1
1021,CMPT,307,BURNABY,60,LEC,58
1021,CMPT,310,BURNABY,60,LEC,59
1021,MATH,313,BURNABY,35,LEC,25
1021,MATH,313,BURNABY,35,TUT,25
1021,MACM,316,BURNABY,30,TUT,17
1021,MACM,316,BURNABY,30,TUT,27
1021,MACM,316,BURNABY,31,TUT,31
1021,MACM,316,BURNABY,122,LEC,106
1021,ENSC,320,BURNABY,0,TUT,0
1021,MATH,320,BURNABY,0,TUT,0
1021,ENSC,320,BURNABY,20,TUT,0
1021,ENSC,320,BURNABY,32,TUT,0
1021,ENSC,320,BURNABY,33,TUT,0
1021,ENSC,320,BURNABY,85,LEC,0
1021,CMPT,320,BURNABY,14,TUT,13
1021,CMPT,320,BURNABY,15,TUT,16
1021,CMPT,320,BURNABY,17,TUT,18
1021,CMPT,320,BURNABY,20,TUT,20
1021,MATH,320,BURNABY,40,LEC,37
1021,MATH,320,BURNABY,40,TUT,37
1021,CMPT,320,BURNABY,66,LEC,67
1021,ENSC,320,BURNABY,85,LEC,83
1021,PHYS,324,BURNABY,50,LEC,27
1021,PHYS,324,BURNABY,50,TUT,27
1021,PHYS,326,BURNABY,12,LEC,5
1021,PHYS,326,BURNABY,12,TUT,5
1021,ENSC,330,BURNABY,0,OPL,0
1021,ENSC,330,BURNABY,45,LEC,0
1021,STAT,330,BURNABY,27,TUT,27
1021,STAT,330,BURNABY,32,TUT,32
1021,STAT,330,BURNABY,33,TUT,33
1021,ENSC,330,BURNABY,55,LEC,52
1021,STAT,330,BURNABY,92,LEC,92
1021,PHYS,331,BURNABY,10,LAB,5
1021,PHYS,335,BURNABY,10,SEC,2
1021,PHYS,336,BURNABY,10,SEC,1
1021,MATH,336,BURNABY,20,SEC,4
1021,MATH,337,BURNABY,20,SEC,1
1021,MATH,339,BURNABY,0,TUT,0
1021,MATH,339,BURNABY,24,TUT,13
1021,MATH,339,BURNABY,44,TUT,31
1021,MATH,339,BURNABY,68,LEC,44
1021,STAT,340,BURNABY,30,LEC,17
1021,PHYS,344,BURNABY,30,LEC,11
1021,PHYS,344,BURNABY,30,TUT,11
1021,PHYS,346,BURNABY,60,LEC,25
1021,PHYS,346,BURNABY,60,TUT,25
1021,ENSC,351,BURNABY,80,LAB,71
1021,ENSC,351,BURNABY,80,LEC,71
1021,CMPT,354,BURNABY,5,LEC,1
1021,CMPT,354,BURNABY,65,LEC,51
1021,CMPT,354,BURNABY,60,LEC,68
1021,CMPT,361,BURNABY,60,LEC,44
1021,CMPT,363,BURNABY,65,LEC,63
1021,CMPT,363,BURNABY,60,LEC,64
1021,PHYS,365,BURNABY,20,LEC,15
1021,PHYS,365,BURNABY,20,TUT,15
1021,CMPT,365,BURNABY,60,LEC,57
1021,CMPT,370,BURNABY,60,LEC,62
1021,CMPT,371,BURNABY,5,LEC,3
1021,CMPT,371,BURNABY,60,LEC,62
1021,CMPT,379,BURNABY,45,LEC,32
1021,ENSC,380,BURNABY,5,LEC,2
1021,STAT,380,BURNABY,0,TUT,7
1021,STAT,380,BURNABY,50,TUT,16
1021,STAT,380,BURNABY,50,LEC,23
1021,ENSC,380,BURNABY,95,LEC,90
1021,CMPT,383,BURNABY,60,LEC,59
1021,CMPT,384,BURNABY,60,LEC,51
1021,PHYS,385,BURNABY,25,LEC,10
1021,PHYS,385,BURNABY,25,TUT,10
1021,PHYS,390,BURNABY,22,LEC,15
1021,PHYS,390,BURNABY,22,TUT,15
1021,ENSC,395,BURNABY,10,SEC,0
1021,ENSC,396,BURNABY,10,SEC,1
1021,ENSC,400,BURNABY,5,SEC,2
1021,CMPT,401,BURNABY,55,LEC,34
1021,STAT,402,BURNABY,5,LEC,3
1021,STAT,402,BURNABY,50,LEC,35
1021,STAT,403,BURNABY,0,LAB,0
1021,STAT,403,BURNABY,40,LEC,0
1021,STAT,403,BURNABY,5,LEC,1
1021,STAT,403,BURNABY,40,LAB,24
1021,STAT,403,BURNABY,40,LEC,24
1021,CMPT,405,BURNABY,5,LEC,1
1021,CMPT,405,BURNABY,55,LEC,23
1021,ENSC,406,BURNABY,0,TUT,0
1021,ENSC,406,BURNABY,60,LEC,0
1021,ENSC,406,BURNABY,15,TUT,7
1021,ENSC,406,BURNABY,15,TUT,16
1021,ENSC,406,BURNABY,60,LEC,55
1021,MATH,408,BURNABY,40,LEC,39
1021,MATH,408,BURNABY,40,TUT,39
1021,CMPT,415,BURNABY,10,SEC,3
1021,PHYS,415,BURNABY,15,LEC,6
1021,PHYS,415,BURNABY,15,TUT,6
1021,MATH,418,BURNABY,5,LEC,3
1021,MATH,418,BURNABY,40,LEC,29
1021,PHYS,425,BURNABY,5,LEC,1
1021,PHYS,425,BURNABY,12,LEC,5
1021,PHYS,425,BURNABY,12,TUT,5
1021,CMPT,426,BURNABY,50,SEC,34
1021,ENSC,427,BURNABY,0,LEC,0
1021,ENSC,427,BURNABY,0,OPL,0
1021,CMPT,427,BURNABY,5,SEC,1
1021,ENSC,427,BURNABY,30,LEC,29
1021,CMPT,427,BURNABY,50,SEC,30
1021,ENSC,428,BURNABY,0,OPL,0
1021,ENSC,428,BURNABY,5,OPL,0
1021,ENSC,428,BURNABY,40,LEC,16
1021,CMPT,428,BURNABY,25,SEC,29
1021,CMPT,429,BURNABY,50,SEC,14
1021,CMPT,430,BURNABY,50,SEC,5
1021,PHYS,431,BURNABY,10,LAB,2
1021,PHYS,432,BURNABY,5,SEC,1
1021,PHYS,435,BURNABY,10,SEC,0
1021,PHYS,436,BURNABY,10,SEC,0
1021,MATH,436,BURNABY,20,SEC,1
1021,PHYS,437,BURNABY,5,SEC,0
1021,MATH,437,BURNABY,20,SEC,1
1021,MATH,439,BURNABY,0,LEC,0
1021,MATH,439,BURNABY,30,LEC,16
1021,MATH,443,BURNABY,5,LEC,2
1021,MATH,443,BURNABY,39,LEC,36
1021,CMPT,454,BURNABY,55,LEC,51
1021,PHYS,455,BURNABY,15,LEC,6
1021,PHYS,455,BURNABY,15,TUT,6
1021,MATH,462,BURNABY,25,LEC,0
1021,MATH,462,BURNABY,10,LEC,6
1021,MATH,462,BURNABY,56,LEC,26
1021,CMPT,470,BURNABY,55,LEC,78
1021,CMPT,471,BURNABY,35,LEC,29
1021,CMPT,475,BURNABY,55,LEC,27
1021,ENSC,481,BURNABY,0,OPL,0
1021,ENSC,481,BURNABY,14,LEC,12
1021,ENSC,483,BURNABY,0,OPL,0
1021,ENSC,483,BURNABY,35,LEC,19
1021,MATH,486,BURNABY,20,SEC,0
1021,CMPT,487,BURNABY,20,LEC,8
1021,STAT,490,BURNABY,0,TUT,0
1021,STAT,490,BURNABY,30,LEC,0
1021,PHYS,490,BURNABY,5,LEC,1
1021,PHYS,490,BURNABY,12,LEC,8
1021,PHYS,490,BURNABY,12,TUT,8
1021,STAT,490,BURNABY,19,LEC,13
1021,STAT,490,BURNABY,19,TUT,13
1021,MATH,491,BURNABY,1,SEC,1
1021,ENSC,494,BURNABY,5,SEC,2
1021,ENSC,495,BURNABY,0,OPL,0
1021,ENSC,495,BURNABY,31,LEC,26
1021,MATH,497,BURNABY,1,SEC,1
1021,ENSC,498,BURNABY,20,SEC,16
1021,ENSC,499,BURNABY,20,SEC,13
1021,STAT,602,BURNABY,5,LEC,2
1021,MATH,605,BURNABY,20,SEM,16
1021,STAT,650,BURNABY,25,LEC,2
1021,STAT,650,BURNABY,35,LEC,28
1021,CMPT,710,BURNABY,30,LEC,17
1021,CMPT,740,BURNABY,30,LEC,14
1021,ENSC,800,BURNABY,56,SEM,34
1021,PHYS,801,BURNABY,10,SEM,5
1021,STAT,801,BURNABY,15,LEC,6
1021,STAT,802,BURNABY,0,LEC,0
1021,STAT,804,BURNABY,0,LEC,0
1021,STAT,804,BURNABY,15,LEC,0
1021,ENSC,805,BURNABY,30,LEC,27
1021,ENSC,810,BURNABY,0,LEC,0
1021,ENSC,810,BURNABY,25,LEC,12
1021,STAT,811,BURNABY,6,SEC,1
1021,PHYS,811,BURNABY,12,LEC,4
1021,STAT,812,BURNABY,6,SEC,1
1021,MATH,814,BURNABY,0,TUT,0
1021,MATH,814,BURNABY,10,LEC,0
1021,MATH,814,BURNABY,15,LEC,0
1021,MATH,814,BURNABY,10,LEC,5
1021,MATH,814,BURNABY,10,TUT,5
1021,CMPT,814,BURNABY,30,LEC,10
1021,ENSC,820,BURNABY,23,LEC,25
1021,MATH,821,BURNABY,0,LEC,0
1021,CMPT,822,BURNABY,30,LEC,8
1021,ENSC,835,BURNABY,25,LEC,10
1021,PHYS,841,BURNABY,12,LEC,5
1021,ENSC,851,BURNABY,0,LEC,1
1021,ENSC,851,BURNABY,6,LEC,6
1021,ENSC,852,BURNABY,0,LEC,0
1021,PHYS,861,BURNABY,12,LEC,4
1021,STAT,880,BURNABY,6,SEC,0
1021,CMPT,880,BURNABY,30,LEC,3
1021,CMPT,880,BURNABY,30,LEC,6
1021,STAT,881,BURNABY,6,SEC,1
1021,STAT,882,BURNABY,6,SEC,0
1021,PHYS,882,BURNABY,12,LEC,9
1021,CMPT,882,BURNABY,30,LEC,16
1021,STAT,883,BURNABY,6,SEC,0
1021,CMPT,883,BURNABY,10,SEC,2
1021,CMPT,885,BURNABY,31,LEC,16
1021,MATH,890,BURNABY,6,SEC,0
1021,ENSC,890,BURNABY,25,LEC,2
1021,STAT,890,BURNABY,15,LEC,12
1021,MATH,891,BURNABY,6,SEC,0
1021,ENSC,891,BURNABY,5,SEC,1
1021,CMPT,891,BURNABY,50,SEC,48
1021,MATH,892,BURNABY,6,SEC,0
1021,ENSC,892,BURNABY,25,SEC,3
1021,MATH,893,BURNABY,6,SEC,0
1021,STAT,894,BURNABY,10,SEC,0
1021,ENSC,894,BURNABY,5,LEC,2
1021,MATH,894,BURNABY,6,SEC,6
1021,CMPT,894,BURNABY,50,SEC,9
1021,STAT,895,BURNABY,10,SEC,1
1021,MATH,895,BURNABY,6,SEC,2
1021,MATH,896,BURNABY,6,SEC,0
1021,MATH,897,BURNABY,6,SEC,2
1021,CMPT,897,BURNABY,50,SEC,3
1021,ENSC,897,BURNABY,25,SEC,13
1021,STAT,898,BURNABY,20,SEC,7
1021,MATH,898,BURNABY,25,SEC,8
1021,PHYS,898,BURNABY,40,SEC,18
1021,ENSC,898,BURNABY,40,SEC,29
1021,CMPT,898,BURNABY,80,SEC,34
1021,STAT,899,BURNABY,20,SEC,6
1021,ENSC,899,BURNABY,25,SEC,12
1021,MATH,899,BURNABY,35,SEC,17
1021,CMPT,899,BURNABY,50,SEC,27
1021,PHYS,899,BURNABY,40,SEC,29
1024,PHYS,100,BURNABY,0,OPL,0
1024,PHYS,100,BURNABY,18,TUT,9
1024,PHYS,100,BURNABY,18,TUT,11
1024,PHYS,100,BURNABY,18,TUT,13
1024,PHYS,100,BURNABY,18,TUT,15
1024,PHYS,100,BURNABY,18,TUT,17
1024,PHYS,100,BURNABY,18,TUT,18
1024,PHYS,100,BURNABY,108,LEC,83
1024,CMPT,101,BURNABY,5,LEC,0
1024,STAT,101,BURNABY,5,SEC,1
1024,STAT,101,BURNABY,60,SEC,47
1024,CMPT,101,BURNABY,145,LEC,120
1024,MACM,101,BURNABY,160,LEC,147
1024,ENSC,102,BURNABY,4,SEC,1
1024,CMPT,104,BURNABY,10,LEC,8
1024,CMPT,110,BURNABY,5,LEC,1
1024,MATH,110,BURNABY,40,LEC,33
1024,CMPT,110,BURNABY,125,LEC,98
1024,PHYS,130,BURNABY,32,LAB,0
1024,PHYS,130,BURNABY,32,LAB,26
1024,PHYS,131,BURNABY,0,LAB,0
1024,PHYS,131,BURNABY,32,LAB,8
1024,CMPT,150,BURNABY,1,LEC,0
1024,CMPT,150,BURNABY,10,TUT,1
1024,CMPT,150,BURNABY,10,TUT,3
1024,CMPT,150,BURNABY,10,TUT,5
1024,CMPT,150,BURNABY,17,TUT,10
1024,CMPT,150,BURNABY,16,TUT,13
1024,CMPT,150,BURNABY,17,TUT,14
1024,CMPT,150,BURNABY,20,TUT,15
1024,CMPT,150,BURNABY,20,TUT,17
1024,CMPT,150,BURNABY,120,LEC,78
1024,MATH,151,BURNABY,0,OPL,0
1024,MATH,151,BURNABY,5,SEC,1
1024,MATH,151,BURNABY,122,LEC,63
1024,MATH,152,BURNABY,0,OPL,0
1024,MATH,152,BURNABY,200,LEC,116
1024,MATH,155,BURNABY,0,OPL,0
1024,MATH,155,BURNABY,175,LEC,95
1024,MATH,157,BURNABY,0,OPL,0
1024,MATH,157,BURNABY,150,LEC,131
1024,CMPT,165,BURNABY,110,LEC,104
1024,MATH,190,BURNABY,0,OPL,0
1024,MATH,190,BURNABY,100,LEC,59
1024,ENSC,194,BURNABY,10,SEC,1
1024,ENSC,195,BURNABY,30,SEC,4
1024,ENSC,196,BURNABY,30,SEC,10
1024,MACM,201,BURNABY,0,LEC,0
1024,MACM,201,BURNABY,0,OPL,0
1024,CMPT,201,BURNABY,1,LEC,1
1024,MACM,201,BURNABY,175,LEC,72
1024,ENSC,201,BURNABY,95,LEC,82
1024,CMPT,201,BURNABY,140,LEC,92
1024,STAT,203,BURNABY,0,OPL,0
1024,STAT,203,BURNABY,100,LEC,83
1024,ENSC,204,BURNABY,90,LEC,66
1024,PHYS,211,BURNABY,16,TUT,10
1024,PHYS,211,BURNABY,16,TUT,13
1024,PHYS,211,BURNABY,16,TUT,14
1024,PHYS,211,BURNABY,48,LEC,37
1024,PHYS,221,BURNABY,0,TUT,0
1024,PHYS,221,BURNABY,32,TUT,21
1024,PHYS,221,BURNABY,40,TUT,28
1024,PHYS,221,BURNABY,72,LEC,49
1024,ENSC,225,BURNABY,0,OPL,0
1024,ENSC,225,BURNABY,47,TUT,30
1024,ENSC,225,BURNABY,48,TUT,36
1024,ENSC,225,BURNABY,95,LEC,66
1024,MATH,232,BURNABY,0,OPL,0
1024,MATH,232,KAM,1,SEC,1
1024,MATH,232,BURNABY,335,LEC,234
1024,PHYS,233,BURNABY,18,LAB,6
1024,MATH,251,BURNABY,32,TUT,9
1024,MATH,251,BURNABY,32,TUT,18
1024,MATH,251,BURNABY,32,TUT,25
1024,MATH,251,BURNABY,32,TUT,29
1024,MATH,251,BURNABY,32,TUT,30
1024,MATH,251,BURNABY,32,TUT,31
1024,MATH,251,BURNABY,192,LEC,142
1024,MATH,252,BURNABY,0,TUT,0
1024,MATH,252,BURNABY,5,LEC,1
1024,MATH,252,BURNABY,0,TUT,2
1024,MATH,252,BURNABY,30,TUT,20
1024,MATH,252,BURNABY,30,TUT,22
1024,MATH,252,BURNABY,60,LEC,46
1024,STAT,270,BURNABY,0,OPL,0
1024,STAT,270,BURNABY,200,LEC,0
1024,STAT,270,BURNABY,200,LEC,193
1024,CMPT,275,BURNABY,5,LEC,0
1024,CMPT,275,BURNABY,85,LEC,87
1024,ENSC,295,BURNABY,30,SEC,18
1024,ENSC,296,BURNABY,30,SEC,3
1024,CMPT,300,BURNABY,5,LEC,1
1024,CMPT,300,BURNABY,65,LEC,70
1024,CMPT,301,BURNABY,65,LEC,66
1024,STAT,302,BURNABY,0,OPL,0
1024,STAT,302,BURNABY,80,LEC,74
1024,CMPT,307,BURNABY,5,LEC,0
1024,CMPT,307,BURNABY,65,LEC,66
1024,MATH,308,BURNABY,0,TUT,0
1024,MATH,308,BURNABY,31,TUT,26
1024,MATH,308,BURNABY,32,TUT,27
1024,MATH,308,BURNABY,31,TUT,29
1024,MATH,308,BURNABY,32,TUT,31
1024,MATH,308,BURNABY,43,TUT,40
1024,MATH,308,BURNABY,169,LEC,153
1024,MATH,310,BURNABY,0,TUT,0
1024,MATH,310,BURNABY,5,LEC,1
1024,MATH,310,BURNABY,32,TUT,21
1024,MATH,310,BURNABY,32,TUT,22
1024,MATH,310,BURNABY,32,TUT,23
1024,MATH,310,BURNABY,32,TUT,24
1024,MATH,310,BURNABY,160,LEC,111
1024,MACM,316,BURNABY,32,TUT,21
1024,MACM,316,BURNABY,32,TUT,27
1024,MACM,316,BURNABY,32,TUT,30
1024,MACM,316,BURNABY,32,TUT,31
1024,MACM,316,BURNABY,32,TUT,32
1024,MACM,316,BURNABY,192,LEC,168
1024,CMPT,320,BURNABY,14,TUT,16
1024,CMPT,320,BURNABY,17,TUT,17
1024,CMPT,320,BURNABY,18,TUT,17
1024,CMPT,320,BURNABY,16,TUT,18
1024,CMPT,320,BURNABY,20,TUT,20
1024,CMPT,320,BURNABY,40,LEC,40
1024,CMPT,320,BURNABY,65,LEC,68
1024,PHYS,324,BURNABY,25,LEC,15
1024,PHYS,324,BURNABY,25,TUT,15
1024,PHYS,326,BURNABY,12,LEC,6
1024,PHYS,326,BURNABY,12,TUT,6
1024,PHYS,331,BURNABY,12,LAB,6
1024,PHYS,335,BURNABY,10,SEC,4
1024,MATH,336,BURNABY,20,SEC,3
1024,PHYS,336,BURNABY,10,SEC,5
1024,MATH,337,BURNABY,20,SEC,4
1024,CMPT,340,BURNABY,60,LEC,53
1024,MATH,342,KAM,10,SEC,2
1024,MATH,342,BURNABY,100,LEC,92
1024,STAT,350,BURNABY,40,TUT,33
1024,STAT,350,BURNABY,40,TUT,38
1024,STAT,350,BURNABY,80,LEC,71
1024,ENSC,351,BURNABY,2,SEC,2
1024,CMPT,354,BURNABY,5,LEC,0
1024,CMPT,354,BURNABY,60,LEC,37
1024,CMPT,354,BURNABY,65,LEC,64
1024,CMPT,363,BURNABY,65,LEC,67
1024,CMPT,371,BURNABY,0,LEC,0
1024,CMPT,371,BURNABY,5,LEC,0
1024,CMPT,371,BURNABY,65,LEC,63
1024,MATH,380,BURNABY,32,TUT,28
1024,MATH,380,BURNABY,32,TUT,31
1024,MATH,380,BURNABY,32,TUT,32
1024,MATH,380,BURNABY,96,LEC,91
1024,PHYS,385,BURNABY,20,LEC,5
1024,PHYS,385,BURNABY,20,TUT,5
1024,ENSC,395,BURNABY,30,SEC,1
1024,ENSC,396,BURNABY,30,SEC,0
1024,CMPT,401,BURNABY,0,LEC,0
1024,CMPT,405,BURNABY,55,LEC,25
1024,STAT,410,BURNABY,0,TUT,0
1024,STAT,410,BURNABY,49,LEC,0
1024,CMPT,413,BURNABY,5,LEC,0
1024,CMPT,413,BURNABY,65,LEC,63
1024,CMPT,415,BURNABY,10,SEC,4
1024,ENSC,425,BURNABY,0,OPL,0
1024,ENSC,425,BURNABY,5,OPL,0
1024,ENSC,425,BURNABY,35,LEC,32
1024,CMPT,426,BURNABY,50,SEC,20
1024,CMPT,427,BURNABY,50,SEC,29
1024,CMPT,428,BURNABY,50,SEC,23
1024,ENSC,429,BURNABY,0,OPL,0
1024,CMPT,429,BURNABY,50,SEC,19
1024,ENSC,429,BURNABY,30,LEC,20
1024,CMPT,430,BURNABY,10,SEC,6
1024,PHYS,435,BURNABY,10,SEC,3
1024,MATH,436,BURNABY,20,SEC,0
1024,PHYS,436,BURNABY,10,SEC,2
1024,MATH,437,BURNABY,20,SEC,0
1024,MATH,438,BURNABY,40,LEC,16
1024,MATH,438,BURNABY,40,TUT,16
1024,MATH,445,BURNABY,10,LEC,0
1024,ENSC,460,BURNABY,0,SEM,0
1024,MATH,470,BURNABY,35,LEC,30
1024,MATH,470,BURNABY,35,TUT,30
1024,CMPT,471,BURNABY,5,LEC,0
1024,CMPT,471,BURNABY,40,LEC,41
1024,CMPT,475,BURNABY,5,LEC,0
1024,CMPT,475,BURNABY,65,LEC,61
1024,MATH,486,BURNABY,20,SEC,0
1024,STAT,490,BURNABY,5,SEC,5
1024,ENSC,494,BURNABY,8,SEC,6
1024,ENSC,498,BURNABY,15,SEC,25
1024,ENSC,499,BURNABY,15,SEC,30
1024,MATH,800,BURNABY,10,SEC,2
1024,PHYS,801,BURNABY,25,SEC,2
1024,ENSC,802,BURNABY,1,SEC,0
1024,STAT,805,BURNABY,0,LEC,0
1024,CMPT,813,BURNABY,40,LEC,9
1024,CMPT,820,BURNABY,40,LEC,8
1024,CMPT,825,BURNABY,5,LEC,2
1024,MATH,833,BURNABY,20,LEC,4
1024,ENSC,851,BURNABY,1,SEC,2
1024,STAT,880,BURNABY,6,SEC,1
1024,CMPT,880,BURNABY,40,LEC,21
1024,CMPT,881,BURNABY,0,LEC,0
1024,STAT,881,BURNABY,6,SEC,0
1024,STAT,882,BURNABY,6,SEC,1
1024,STAT,883,BURNABY,6,SEC,0
1024,PHYS,884,BURNABY,10,SEC,3
1024,MATH,890,BURNABY,6,SEC,0
1024,STAT,890,BURNABY,20,LEC,9
1024,CMPT,891,BURNABY,0,SEC,0
1024,MATH,891,BURNABY,6,SEC,0
1024,ENSC,891,BURNABY,15,SEC,7
